,location,dt,tweets,sentiment,distance
365,aklan,2013-11-01,-0.3848645908737685,-0.48406240268896894,0.0
366,aklan,2013-11-02,-0.39093450834011545,-1.431061844547595,0.0
367,aklan,2013-11-03,-0.3696897972079012,-2.31346744640949,0.003034958733173443
368,aklan,2013-11-04,-0.39396946707328895,-1.0275317929651937,0.0
369,aklan,2013-11-05,-0.36361987974155424,-2.4801903782300743,0.0
370,aklan,2013-11-06,-0.3575499622752073,-2.2511631544248094,0.003034958733173443
371,aklan,2013-11-07,-0.1511727684194114,-0.992373203990317,0.11229347312741833
372,aklan,2013-11-08,0.036994673037343696,-2.46963331082463,0.30046091458417346
373,aklan,2013-11-09,-0.16331260335210526,-2.5358156330108548,0.10015363819472448
374,aklan,2013-11-10,-0.1511727684194114,-1.5932939368903407,0.11229347312741833
375,aklan,2013-11-11,-0.20883698434970732,-2.428626757403729,0.054629257197122416
376,aklan,2013-11-12,-0.17241747955162567,-1.4224863343444272,0.09104876199520406
377,aklan,2013-11-13,-0.09957846995546242,-2.097656574297431,0.1638877715913673
378,aklan,2013-11-14,-0.239186571681442,-2.1279782290741283,0.024279669865387737
379,aklan,2013-11-15,-0.2998857463449114,-0.45742962471625437,0.009104876199520384
380,aklan,2013-11-16,-0.2968507876117379,-1.7375111633141014,0.006069917466346886
381,aklan,2013-11-17,-0.3302353336766461,-0.11465993964360312,0.0
382,aklan,2013-11-18,-0.32416541621029915,-1.5301361824911424,0.006069917466346941
383,aklan,2013-11-19,-0.3059556638112583,-2.3447334625397005,0.012139834932693883
384,aklan,2013-11-20,-0.3454101273425134,-2.709315702232215,0.0
385,aklan,2013-11-21,-0.34237516860934,-1.5945776819836337,0.0
386,aklan,2013-11-22,-0.3272003749434726,-2.439996497951052,0.0030349587331734984
387,aklan,2013-11-23,-0.3696897972079012,-1.5580835424136137,0.003034958733173443
388,aklan,2013-11-24,-0.36058492100838074,-3.225170250068452,0.0
389,aklan,2013-11-25,-0.3727247559410746,-1.080022918431626,0.0
390,aklan,2013-11-26,-0.3059556638112583,-1.8815034117984573,0.012139834932693883
391,aklan,2013-11-27,-0.3757597146742481,-2.0965897862669522,0.0
392,aklan,2013-11-28,-0.3150605400107787,-2.175742179948798,0.0030349587331734984
393,aklan,2013-11-29,-0.39093450834011545,-1.7973484851629669,0.0
394,aklan,2013-11-30,-0.36058492100838074,-3.288063705648228,0.0
