,location,dt,tweets,sentiment,distance
1125,albay,2013-11-01,-0.3970044258064624,0.28198406671024223,0.0
1126,albay,2013-11-02,-0.17848739701797262,-1.2279312643507099,0.07587396832933674
1127,albay,2013-11-03,-0.3484450860756869,-1.8631022946327462,0.0
1128,albay,2013-11-04,-0.3666548384747277,-1.2620554347356774,0.0
1129,albay,2013-11-05,-0.3302353336766461,-1.674442967995549,0.0
1130,albay,2013-11-06,-0.07529880009007467,-2.95300895618198,0.17906256525723468
1131,albay,2013-11-07,-0.1511727684194114,-2.1376888089433828,0.10318859692789795
1132,albay,2013-11-08,-0.09957846995546242,-2.0817347358980167,0.15478289539184692
1133,albay,2013-11-09,-0.33630525114299303,-1.217308758481984,0.0
1134,albay,2013-11-10,-0.3727247559410746,-0.317172974119644,0.0
1135,albay,2013-11-11,-0.35148004480886036,0.3252204878115431,0.003034958733173443
1136,albay,2013-11-12,-0.33630525114299303,-0.08727286047231218,0.0
1137,albay,2013-11-13,-0.38182963214059507,0.5421003081981735,0.0
1138,albay,2013-11-14,-0.3727247559410746,-0.2798031598372087,0.0
1139,albay,2013-11-15,-0.33630525114299303,-0.18636227029374472,0.0
1140,albay,2013-11-16,-0.3757597146742481,0.24688016519692532,0.0
1141,albay,2013-11-17,-0.37879467340742157,-0.4588252749525475,0.0
1142,albay,2013-11-18,-0.36058492100838074,0.5353232187049156,0.0
1143,albay,2013-11-19,-0.36361987974155424,-1.0967211668527577,0.0
1144,albay,2013-11-20,-0.3696897972079012,-1.1837091426896589,0.0
1145,albay,2013-11-21,-0.3484450860756869,0.110639572683718,0.0
1146,albay,2013-11-22,-0.3696897972079012,-0.42818638501855943,0.0
1147,albay,2013-11-23,-0.32113045747712565,-2.342877090342802,0.003034958733173443
1148,albay,2013-11-24,-0.3302353336766461,-0.4935926927223978,0.0
1149,albay,2013-11-25,-0.3848645908737685,0.4714587230643778,0.003034958733173443
1150,albay,2013-11-26,-0.3727247559410746,-0.7540986190917203,0.0
1151,albay,2013-11-27,-0.36058492100838074,1.9500676187292691,0.0
1152,albay,2013-11-28,-0.36361987974155424,1.3539571649496218,0.0
1153,albay,2013-11-29,-0.3302353336766461,0.9047351318319433,0.0
1154,albay,2013-11-30,-0.3484450860756869,-1.7132821188326384,0.0
